name,age,height_cm,weight_kgs,positions,nationality,overall_rating,international_reputation,body_type,national_team,national_rating,freekick_accuracy,sprint_speed,shot_power,strength,penalties,preferred_foot,value_euro
J. Dinzeyi,19,182.88,83,CB,England,61,1,Lean,,,33,71,48,65,37,Right,475000
C. McCarthy,20,185.42,74.8,"CB,RB",Republic of Ireland,61,1,Normal,,,29,57,40,65,33,Right,500000
Tang Jiashu,28,182.88,78.9,"CB,CDM,RB",China PR,61,1,Lean,,,32,68,47,69,40,Right,210000
Lee Jae Ik,19,185.42,76.2,CB,Korea Republic,61,1,Lean,,,24,55,39,65,32,Right,425000
J. Asiri,21,152.4,64,ST,Saudi Arabia,61,1,Lean,,,33,68,57,58,59,Left,450000
V. Golemić,27,193.04,83,CB,Serbia,61,1,Normal,,,23,48,36,75,35,Right,250000
S. Ruiz,21,185.42,78.9,LB,Colombia,61,1,Normal,,,30,73,31,70,40,Left,500000
J. Houghton,23,182.88,78.9,"CM,CDM",England,61,1,Lean,,,59,62,50,64,39,Right,350000
V. Müller,20,175.26,68,"CDM,CM",Austria,61,1,Lean,,,45,70,52,50,44,Right,375000
M. Quiñones,22,172.72,69.9,"LB,CB",Colombia,61,1,Lean,,,31,68,32,60,32,Left,280000
Bai Yuefeng,31,154.94,73.9,RB,China PR,61,1,Normal,,,23,62,55,73,30,Right,160000
M. Reule,25,187.96,83.9,GK,Germany,61,1,Stocky,,,15,35,26,51,29,Right,250000
J. Suárez,22,152.4,76.2,RM,United States,61,1,Lean,,,46,68,60,57,60,Right,375000
Diego Pampín,18,175.26,71.2,"LB,LM",Spain,61,1,Normal,,,44,61,40,58,43,Left,450000
D. Vlahovic,19,190.5,79.8,ST,Serbia,61,1,Normal,,,37,63,62,67,65,Left,525000
J. Lindsey,18,172.72,76.2,"RB,LB",United States,61,1,Normal,,,40,74,58,61,36,Right,450000
J. Ogenia,20,154.94,72.1,RW,Curacao,61,1,Normal,,,46,73,61,52,59,Right,425000
A. Bennett,37,187.96,84.8,CB,Republic of Ireland,61,1,Normal,,,16,25,43,84,21,Right,30000
T. Børkeeiet,19,185.42,74.8,"CM,CDM",Norway,61,1,Normal,,,38,62,53,66,43,Right,525000
L. Gambin,25,167.64,69.9,"LM,CM",Malta,61,1,Normal,,,39,71,45,38,46,Left,300000
P. Tawiah,20,172.72,69.9,LB,Ghana,61,1,Normal,,,29,75,23,49,40,Left,350000
M. Roffo,18,182.88,79.8,GK,Argentina,61,1,Normal,,,12,35,23,46,30,Right,475000
A. Evans,20,187.96,68,CAM,England,61,1,Lean,,,62,66,63,45,55,Right,550000
Yi Fan,27,185.42,78.9,GK,China PR,61,1,Normal,,,15,50,21,61,17,Right,230000
L. Østigård,19,182.88,79.8,CB,Norway,61,1,Normal,,,24,66,46,69,42,Right,475000
D. Duhaney,20,154.94,69.9,"RB,LB",England,61,1,Lean,,,30,78,51,65,32,Right,475000
K. Kizito,22,187.96,73,ST,Ghana,61,1,Lean,,,33,65,59,70,52,Right,375000
K. Kristinsson,19,190.5,71.2,"LW,ST",Iceland,61,1,Lean,,,50,67,54,70,55,Right,475000
P. Smyth,21,175.26,67.1,"RM,ST",Northern Ireland,61,1,Lean,,,38,84,58,44,61,Right,550000
D. Mihajlovic,27,152.4,73.9,"RB,LM,LB,RM",Switzerland,61,1,Normal,,,36,75,65,69,29,Right,240000
K. Anzai,24,172.72,68,"RB,LB,RM",Japan,61,1,Lean,,,37,67,51,47,41,Left,290000
M. Wintzheimer,20,154.94,77.1,ST,Germany,61,1,Lean,,,33,67,63,68,55,Right,550000
G. Lamardo,21,167.64,67.1,"CAM,CM",Argentina,61,1,Normal,,,52,67,66,41,51,Right,400000
N. Bazan,20,182.88,73.9,ST,Argentina,61,1,Lean,,,38,64,66,60,67,Right,550000
J. Mendive,22,152.4,68.9,GK,Argentina,61,1,Normal,,,14,26,27,36,19,Right,300000
Y. Schmid,23,185.42,76.2,CB,Switzerland,61,1,Normal,,,29,59,36,67,33,Right,350000
M. Rose,24,175.26,78,"CM,RM,RB",England,61,1,Normal,,,38,76,63,83,68,Right,325000
J. Álvarez,19,170.18,71.2,ST,Argentina,61,1,Normal,,,62,78,70,29,58,Right,525000
T. Basila,19,187.96,77.1,CB,France,61,1,Normal,,,28,60,42,67,42,Right,500000
F. Lesniak,22,175.26,69.9,CM,Slovakia,61,1,Lean,,,42,55,65,61,43,Right,375000
P. Farman,29,185.42,81.2,GK,England,61,1,Normal,,,7,42,22,58,26,Right,180000
J. Morias,23,172.72,88,ST,Jamaica,61,1,Stocky,,,22,74,69,87,58,Right,400000
M. Lercher,23,152.4,68.9,"LB,LWB",Austria,61,1,Normal,,,28,70,27,62,37,Left,300000
E. Bytyqi,22,152.4,76.2,"ST,RM",Kosovo,61,1,Lean,,,33,83,61,53,54,Right,375000
L. Malagón,22,152.4,77.1,GK,Mexico,61,1,Lean,,,13,24,24,51,14,Right,350000
Bae Sin Yeong,26,154.94,68.9,CM,Korea Republic,61,1,Normal,,,35,60,44,74,39,Right,300000
Liang Xueming,23,175.26,69.9,ST,China PR,61,1,Normal,,,39,61,58,60,52,Right,350000
S. Ayala,23,154.94,78,"CDM,CM",Colombia,61,1,Lean,,,39,65,56,74,47,Right,325000
W. Atkinson,30,152.4,67.1,CM,England,61,1,Normal,,,48,68,58,72,54,Right,240000
M. Ellis,30,187.96,78,CB,England,61,1,Normal,,,17,64,32,72,25,Right,200000
N. Temperini,24,185.42,78,GK,Argentina,61,1,Lean,,,13,31,20,56,23,Right,260000
A. Morkaya,29,187.96,79.8,CDM,Turkey,61,1,Normal,,,47,36,54,67,47,Right,200000
R. D'Haese,20,152.4,64.9,"LM,CAM",Belgium,61,1,Lean,,,46,67,59,44,48,Right,425000
J. Albert,27,185.42,86.2,CB,France,61,1,Normal,,,29,63,42,82,37,Right,260000
J. Benteke,23,185.42,76.2,ST,Belgium,61,1,Lean,,,37,70,58,68,57,Right,350000
C. Calderón,21,170.18,66.2,LB,Mexico,61,1,Normal,,,35,81,31,43,47,Right,425000
M. Kamekawa,25,175.26,64,"LB,LWB",Japan,61,1,Lean,,,29,74,46,63,26,Right,270000
J. Bamert,20,182.88,74.8,"CB,RB,LB",Switzerland,61,1,Lean,,,32,51,30,71,39,Right,500000
E. Wichne,21,175.26,69.9,"RB,RWB",Norway,61,1,Normal,,,49,76,60,64,45,Right,375000
J. Brinch,23,185.42,78.9,"RB,CB",Denmark,61,1,Lean,,,25,73,38,74,35,Right,325000
S. Tka,27,182.88,82.1,"CB,RB",Tunisia,61,1,Lean,,,32,50,31,72,31,Right,210000
E. Cerna,21,172.72,64.9,LW,Mexico,61,1,Lean,,,45,71,55,45,55,Right,475000
M. Hewelt,22,185.42,78,GK,Poland,61,1,Normal,,,17,42,30,41,26,Right,300000
J. Mondragón,24,154.94,74.8,CB,Colombia,61,1,Lean,,,29,58,52,61,48,Right,325000
E. Joseph,19,152.4,71.2,"LW,RW",France,61,1,Lean,,,41,84,60,54,60,Right,525000
J. Sánchez Purata,21,187.96,78,CB,Mexico,61,1,Normal,,,36,55,58,69,45,Right,425000
Jung Seon Ho,29,182.88,78,"CDM,CM",Korea Republic,61,1,Normal,,,42,42,57,68,46,Left,200000
J. Ponceau,18,170.18,59.9,"CAM,RM",France,61,1,Lean,,,53,72,54,45,55,Right,500000
F. Sgarbi,21,190.5,83.9,CB,Italy,61,1,Normal,,,31,61,45,77,42,Right,350000
T. Warschewski,21,187.96,78,ST,Germany,61,1,Normal,,,40,70,63,70,60,Right,450000
D. Barlaser,22,182.88,62.1,"CM,CDM",England,61,1,Lean,,,59,55,66,34,52,Right,375000
C. Omeje,28,182.88,78,ST,Nigeria,61,1,Normal,,,26,66,59,77,55,Right,260000
M. Taylor-Crossdale,19,185.42,77.1,ST,England,61,1,Lean,,,37,72,70,66,69,Right,525000
H. Wingo,23,182.88,77.1,"RM,LM,RB",United States,61,1,Lean,,,42,79,71,69,49,Right,350000
T. Taiwo,29,170.18,69.9,CM,England,61,1,Normal,,,55,69,62,60,52,Right,250000
M. Knudsen,23,152.4,69.9,"CM,CDM",Denmark,61,1,Normal,,,57,67,54,52,46,Right,350000
M. Allende,19,165.1,63,CAM,Chile,61,1,Normal,,,46,58,59,34,59,Right,400000
C. Brandeborn,28,175.26,74.8,RW,Sweden,61,1,Stocky,,,33,70,56,54,50,Right,260000
L. Scherff,22,175.26,69.9,"LM,CAM,LB,LW",Germany,61,1,Normal,,,34,79,47,65,35,Left,375000
T. Clarke,20,165.1,66.2,"LM,LB",Republic of Ireland,61,1,Lean,,,45,79,58,60,46,Left,550000
Y. Iwasaki,20,172.72,68.9,"LW,CF",Japan,61,1,Lean,,,37,83,61,43,40,Right,425000
E. Linthorst,19,182.88,73,CM,Netherlands,61,1,Normal,,,47,63,58,58,52,Right,400000
D. Carr,24,154.94,77.1,ST,England,61,1,Lean,,,31,72,54,73,55,Right,325000
D. Jarl,26,195.58,82.1,CB,Sweden,61,1,Lean,,,14,73,25,84,19,Left,260000
D. Klomp,20,187.96,82.1,CB,Netherlands,61,1,Normal,,,31,57,47,76,40,Right,325000
M. Castro,23,172.72,72.1,"RM,LM",Uruguay,61,1,Stocky,,,39,58,65,49,58,Right,350000
C. Martin,24,154.94,68,"CDM,CM",United States,61,1,Lean,,,51,69,46,59,43,Right,280000
J. Chambers,18,152.4,64.9,CM,Northern Ireland,60,1,Lean,,,53,61,67,41,54,Right,400000
Oleaga,22,198.12,87.1,GK,Spain,60,1,Lean,,,13,21,31,74,12,Right,240000
A. Zendejas,21,170.18,64.9,LM,Mexico,60,1,Lean,,,33,78,51,41,42,Left,325000
K. Bigler,26,170.18,69.9,"RB,LM,RM",Switzerland,60,1,Normal,,,33,71,57,72,38,Right,210000
D. Jarvis,20,152.4,64,"CAM,CM",England,60,1,Normal,,,52,64,60,55,61,Right,450000
M. Barnes,22,185.42,72.1,ST,England,60,1,Normal,,,43,63,58,64,61,Left,300000
M. Bakhit,27,167.64,60.8,RB,Saudi Arabia,60,1,Normal,,,28,69,45,63,38,Right,200000
S. Perić,22,185.42,79.8,CB,Austria,60,1,Normal,,,27,70,43,71,32,Right,240000
G. Herrem,31,187.96,82.1,"ST,CF",Norway,60,1,Normal,,,43,63,67,70,55,Right,200000
J. Marcinkowski,21,185.42,83.9,GK,United States,60,1,Normal,,,13,24,22,58,18,Right,280000
J. Montaño,25,170.18,68.9,RB,Colombia,60,1,Lean,,,38,72,58,74,62,Right,230000
D. Loader,18,182.88,68,"ST,CAM",England,60,1,Lean,,,40,76,54,50,65,Right,450000
N. Rütten,23,182.88,74.8,"CDM,CB",Germany,60,1,Normal,,,40,60,57,66,45,Right,260000
D. Cole,27,187.96,79.8,"CB,RB",Scotland,60,1,Normal,,,37,62,30,81,43,Right,220000
R. Mudražija,21,152.4,69.9,CM,Croatia,60,1,Normal,,,57,66,65,58,52,Right,450000
J. Williams,21,193.04,91.2,ST,United States,60,1,Normal,,,52,79,51,77,56,Right,350000
H. Al Ghamdi,19,160.02,59,"CM,CAM,CDM",Saudi Arabia,60,1,Lean,,,40,67,63,38,43,Right,450000
G. Reilly,25,154.94,73,ST,Scotland,60,1,Normal,,,29,79,51,62,62,Right,260000
C. Slattery,20,190.5,69.9,"CAM,CM",England,60,1,Lean,,,63,67,52,71,42,Right,450000
J. Coustrain,23,172.72,68,"RM,LM",Republic of Ireland,60,1,Lean,,,37,81,58,54,50,Left,300000
Kang Yun Seong,21,182.88,74.8,CM,Korea Republic,60,1,Normal,,,35,62,60,57,36,Right,400000
Park Jeong Su,24,187.96,76.2,"CB,CDM",Korea Republic,60,1,Lean,,,31,65,23,79,39,Right,210000
A. Buongiorno,19,190.5,79.8,"LB,CB",Italy,60,1,Lean,,,29,60,48,68,47,Left,400000
Yang Jun,37,187.96,78,GK,China PR,60,1,Lean,,,18,36,7,69,18,Right,10000
L. Gottwalt,21,193.04,83.9,CB,Germany,60,1,Normal,,,28,63,46,83,35,Right,325000
K. Skoglund,31,182.88,78.9,CB,Sweden,60,1,Normal,,,47,64,59,71,45,Right,150000
B. Urbański,20,175.26,68,"CM,CDM",Poland,60,1,Normal,,,47,56,59,53,46,Left,325000
J. Velásquez,23,175.26,69.9,RM,Colombia,60,1,Normal,,,38,76,53,49,48,Right,325000
C. Kühlwetter,22,154.94,74.8,"LM,ST",Germany,60,1,Normal,,,39,68,65,66,62,Right,300000
Lee Ji Hoon,24,175.26,68.9,RB,Korea Republic,60,1,Normal,,,35,70,25,56,39,Right,240000
R. Mahazi,26,152.4,74.8,"CDM,CM",Australia,60,1,Normal,,,36,65,49,75,42,Right,180000
E. Erenler,25,152.4,67.1,CB,Turkey,60,1,Stocky,,,30,55,44,38,39,Right,230000
D. Cruz,24,170.18,59.9,"RB,LB,RWB,LWB",Mexico,60,1,Lean,,,35,71,58,59,45,Right,230000
E. Weeger,22,152.4,73.9,"RB,CDM",Germany,60,1,Normal,,,31,67,31,66,37,Right,250000
K. Krasniqi,23,152.4,67.1,"CM,CDM,RB",Kosovo,60,1,Lean,,,46,68,51,53,48,Right,300000
J. Gibbons,20,175.26,59.9,"RB,RWB",England,60,1,Lean,,,33,74,25,54,35,Right,240000
A. Favaro,23,187.96,76.2,GK,Italy,60,1,Normal,,,12,33,23,38,20,Right,200000
Algobia,19,154.94,78,CM,Spain,60,1,Lean,,,48,47,59,47,47,Right,450000
N. Ferguson,18,154.94,69.9,CB,England,60,1,Normal,,,33,61,41,59,45,Right,375000
Guo Quanbo,21,185.42,79.8,GK,China PR,60,1,Normal,,,26,59,40,62,25,Right,260000
P. Ruiz,20,172.72,68,"LW,RW,LB,CM",Argentina,60,1,Lean,,,32,71,54,44,49,Left,450000
L. Croll,24,185.42,76.2,CB,England,60,1,Lean,,,27,68,34,72,30,Left,240000
F. Çakır,24,190.5,79.8,GK,Turkey,60,1,Normal,,,20,58,22,48,16,Right,210000
S. Murillo,25,175.26,73,LB,Colombia,60,1,Normal,,,30,70,24,64,36,Left,230000
M. Rauschenberg,27,187.96,83.9,CB,Denmark,60,1,Normal,,,35,51,44,82,26,Right,210000
V. Burgoa,18,175.26,68,CM,Argentina,60,1,Lean,,,44,64,66,49,50,Left,400000
A. Al Harbi,30,152.4,72.1,CB,Saudi Arabia,60,1,Normal,,,45,63,41,67,47,Left,160000
Liao Bochao,31,154.94,69.9,RB,China PR,60,1,Normal,,,48,59,49,65,43,Right,150000
M. Okazaki,20,154.94,73.9,"CB,RB",Japan,60,1,Lean,,,22,72,34,66,37,Right,400000
T. Makowski,19,152.4,72.1,"CM,CDM,CAM",Poland,60,1,Normal,,,37,69,55,57,46,Right,375000
R. Izumi,25,172.72,72.1,"CM,LM,CB",Japan,60,1,Normal,,,37,79,49,68,46,Right,270000
M. Seidel,24,185.42,82.1,GK,Germany,60,1,Normal,,,20,42,24,61,27,Right,210000
G. Abregú,21,170.18,67.1,"RB,CB,LB",Argentina,60,1,Normal,,,35,62,33,44,43,Right,290000
R. Germain,23,182.88,74.8,ST,Japan,60,1,Lean,,,22,82,60,65,56,Right,290000
R. Strain,21,154.94,76.2,RB,Australia,60,1,Normal,,,34,70,48,58,48,Right,260000
J. Maddox,20,152.4,72.1,LM,England,60,1,Lean,,,53,70,57,50,51,Right,450000
M. Lund,22,182.88,87.1,CB,Denmark,60,1,Normal,,,59,53,56,66,30,Right,250000
D. Chávez,23,154.94,60.8,ST,Mexico,60,1,Lean,,,55,49,63,70,55,Right,270000
R. Miller,29,175.26,76.2,ST,England,60,1,Normal,,,35,78,63,61,51,Left,210000
V. Drkušić,19,185.42,79.8,CB,Slovenia,60,1,Normal,,,31,76,45,75,40,Right,375000
R. Fulton,22,190.5,69.9,GK,Scotland,60,1,Normal,,,11,31,23,52,23,Left,210000
P. Posipal,31,187.96,78,"CDM,CB",Germany,60,1,Lean,,,37,53,40,71,42,Right,150000
Caio Marcelo,20,190.5,88,CB,Brazil,60,1,Normal,,,33,66,41,73,41,Right,325000
Hu Ruibao,22,185.42,73,CB,China PR,60,1,Lean,,,26,61,33,67,28,Left,270000
Yang Qipeng,31,185.42,76.2,GK,China PR,60,1,Lean,,,24,52,17,61,23,Right,130000
E. Fujishima,27,185.42,87.1,GK,Japan,60,1,Normal,,,10,28,22,67,13,Right,170000
A. Racioppi,20,185.42,79.8,GK,Switzerland,60,1,Normal,,,14,28,20,40,19,Right,375000
T. Buhagiar,21,152.4,64.9,CAM,Australia,60,1,Lean,,,27,91,49,64,63,Right,375000
P. Sussek,19,175.26,68,"CAM,RM",Germany,60,1,Lean,,,43,67,57,45,47,Right,425000
Altube,19,187.96,84.8,GK,Spain,60,1,Lean,,,14,15,20,59,12,Right,350000
I. Łasicki,23,182.88,69.9,CB,Poland,60,1,Lean,,,36,48,31,65,41,Right,250000
San Román,21,187.96,78.9,GK,Spain,60,1,Lean,,,12,26,21,55,18,Right,280000
M. Ortíz,25,185.42,73.9,"CB,RB",Argentina,60,1,Normal,,,23,61,39,68,35,Right,240000
H. Nakabayashi,32,182.88,73,GK,Japan,60,1,Normal,,,13,26,19,45,12,Left,120000
J. Boller,18,185.42,82.1,"CB,RB,LB",Germany,60,1,Normal,,,35,62,47,68,50,Right,375000
A. Nalic,21,190.5,78,"CAM,CF",Sweden,60,1,Lean,,,38,73,54,69,38,Right,400000
M. Hausjell,19,175.26,69.9,RM,Austria,60,1,Lean,,,32,72,48,42,46,Right,400000
F. Myhre,20,154.94,74.8,CDM,Norway,60,1,Lean,,,33,60,55,62,45,Right,400000
F. Ugrinic,20,182.88,83.9,"CM,CAM,CDM",Switzerland,60,1,Stocky,,,59,66,55,69,41,Right,450000
L. Gibson,18,185.42,74.8,"CB,LB",England,60,1,Lean,,,36,56,48,62,43,Left,375000
L. Martis,23,170.18,73,LM,Curacao,60,1,Normal,,,33,76,59,63,39,Right,290000
E. Durrell,29,152.4,74.8,"RW,RM,CAM",England,60,1,Stocky,,,50,65,49,56,50,Right,210000
N. Fadiga,19,154.94,64.9,"CAM,RM,LM",Belgium,60,1,Lean,,,43,75,55,42,52,Left,425000
E. Zehir,21,182.88,78,CDM,Germany,60,1,Normal,,,36,66,52,66,40,Right,325000
M. Zeidan,20,170.18,69.9,CM,Sweden,60,1,Normal,,,59,63,57,38,54,Left,350000
K. Bennetts,20,182.88,73,"LM,RM,LB",England,60,1,Normal,,,73,79,67,62,70,Left,450000
S. Nigro,22,154.94,69.9,"LB,RB,CDM",Australia,60,1,Lean,,,37,69,48,61,41,Right,280000
K. Lowe,33,187.96,87.1,CB,England,60,1,Normal,,,31,47,45,69,52,Right,120000
F. Piszczek,23,187.96,77.1,ST,Poland,60,1,Lean,,,34,68,59,68,58,Right,300000
Yeun Jong Gyu,20,172.72,64,"RB,LM,RM",Korea Republic,60,1,Normal,,,34,72,32,58,29,Right,400000
Gabriel Brazão,18,190.5,78,GK,Brazil,60,1,Normal,,,12,31,21,61,18,Right,325000
J. Novillo,21,187.96,83,CB,Argentina,60,1,Normal,,,28,64,41,71,43,Right,425000
N. Katterbach,17,152.4,73,LWB,Germany,60,1,Stocky,,,31,65,46,48,41,Left,400000
G. Gori,20,187.96,73.9,ST,Italy,60,1,Normal,,,39,53,63,56,76,Left,450000
J. Ochoa,22,185.42,83,CB,Colombia,60,1,Normal,,,28,56,34,74,32,Right,280000
M. Chajia,20,154.94,72.1,CF,Belgium,60,1,Normal,,,41,68,57,32,57,Right,350000
D. Fernández,21,175.26,69.9,CM,Chile,60,1,Lean,,,38,70,62,63,47,Right,290000
M. Crowe,23,193.04,83.9,GK,Wales,60,1,Normal,,,17,43,20,67,19,Right,230000
A. Nathaniel-George,23,175.26,68,LM,England,60,1,Lean,,,48,80,60,41,46,Right,280000
G. Bakırbaş,22,195.58,83,GK,Turkey,60,1,Lean,,,13,23,23,70,18,Right,210000
Xavi Sintes,17,190.5,71.2,CDM,Spain,60,1,Lean,,,47,56,56,64,56,Right,375000
D. Becker,21,170.18,66.2,"LM,RM",Argentina,60,1,Normal,,,42,68,62,48,51,Left,400000
T. Pemberton,20,175.26,68,RW,England,60,1,Lean,,,45,77,64,44,61,Right,450000
Yun Ji Hyeok,21,190.5,84.8,CB,Korea Republic,60,1,Normal,,,26,61,33,86,36,Right,425000
Y. Zahary,20,190.5,82.1,CB,France,60,1,Normal,,,35,62,46,77,48,Right,300000
M. Tapias,22,154.94,72.1,CB,Mexico,60,1,Normal,,,29,69,42,59,52,Right,270000
C. Siya,19,154.94,79.8,"CM,LM",Germany,60,1,Normal,,,35,75,65,75,45,Left,450000
M. Kouhyar,21,172.72,68.9,LM,Afghanistan,60,1,Normal,,,41,76,55,60,55,Right,300000
S. Wilson,26,182.88,81.2,ST,England,60,1,Normal,,,45,82,57,68,64,Right,260000
R. Frantsen,27,182.88,76.2,"RM,RB",Denmark,60,1,Lean,,,43,78,38,56,40,Right,220000
G. Ivanishvili,29,185.42,88,"RM,LM",Georgia,60,1,Normal,,,34,67,62,75,52,Right,210000
N. Mbouhom,19,152.4,82.1,CF,Cameroon,60,1,Stocky,,,45,69,54,58,54,Left,375000
Victor Campuzano,21,175.26,72.1,ST,Spain,60,1,Normal,,,27,64,64,52,59,Left,350000
A. Hollingen,24,175.26,64.9,CM,Norway,60,1,Lean,,,64,66,58,46,43,Right,270000
D. Melichárek,35,195.58,94.8,GK,Czech Republic,60,1,Normal,,,14,31,36,70,13,Right,80000
M. Choinière,20,175.26,68,"CAM,CM,LW",Canada,60,1,Lean,,,42,69,53,42,49,Right,450000
Y. Smyrnyi,20,185.42,74.8,"CM,RM",Ukraine,60,1,Normal,,,38,56,42,57,38,Left,450000
E. Berger,24,185.42,74.8,CB,Norway,60,1,Lean,,,30,59,42,72,36,Right,250000
J. Dunleavy,27,182.88,71.2,"RB,CB,LB",Republic of Ireland,60,1,Lean,,,36,53,52,55,47,Right,180000
T. Kodama,31,182.88,83.9,GK,Japan,60,1,Normal,,,15,30,18,61,18,Right,130000
Daniel Rebollo,19,187.96,78,GK,Spain,60,1,Lean,,,14,31,17,45,13,Right,350000
B. Gyamfi,23,152.4,76.2,"RB,CB",Ghana,60,1,Lean,,,41,74,28,67,41,Right,240000
Kim Jun Yub,30,152.4,72.1,"LB,RB",Korea Republic,60,1,Normal,,,43,74,55,67,41,Right,150000
G. Bello,17,170.18,68,"LB,LM",United States,60,1,Normal,,,27,85,45,41,39,Left,375000
M. Gurski,39,187.96,88.9,GK,Germany,60,1,Stocky,,,9,28,36,75,12,Right,10000
C. Ilic,22,152.4,73,"LB,LM",Croatia,60,1,Lean,,,46,67,35,59,42,Right,250000
N. Antonov,23,182.88,74.8,LB,Serbia,60,1,Normal,,,29,79,30,69,35,Left,240000
E. Arias,25,175.26,64,CAM,Colombia,60,1,Normal,,,49,72,55,39,39,Left,270000
A. Bamba,19,182.88,84.8,"CB,CDM",Ivory Coast,60,1,Normal,,,29,52,41,76,44,Right,375000
J. Gulley,26,175.26,69.9,"CB,RB,RWB",New Zealand,60,1,Normal,Wellington Phoenix,65,42,76,50,65,40,Right,220000
F. Musaev,30,182.88,73.9,"CM,CDM,CB",Uzbekistan,60,1,Normal,,,43,61,61,69,42,Right,200000
S. Al Khayri,23,172.72,74.8,"RB,CB",Saudi Arabia,60,1,Stocky,,,28,77,27,72,33,Right,240000
A. Tsvetkov,28,154.94,74.8,CDM,Bulgaria,60,1,Normal,,,39,56,47,75,41,Right,
T. Kallevåg,26,152.4,64.9,LM,Norway,60,1,Lean,,,37,65,56,54,53,Right,250000
N. Keown,23,182.88,66.2,"CB,RB",Republic of Ireland,60,1,Lean,,,29,65,39,65,38,Right,300000
O. Drost,23,187.96,73,ST,Denmark,60,1,Normal,,,33,77,60,65,58,Right,300000
L. Sutton,21,154.94,73.9,"RB,CM",England,60,1,Lean,,,33,68,50,65,41,Right,260000
M. Bean,35,154.94,73,"CM,CDM",Jamaica,60,1,Normal,,,47,66,57,72,51,Right,100000
C. Pombo,24,170.18,64.9,CM,Argentina,60,1,Normal,,,48,64,62,45,41,Right,280000
A. Majrashi,21,170.18,69.9,"CDM,LM",Saudi Arabia,60,1,Normal,,,44,65,54,69,45,Right,325000
L. Joyce,31,154.94,76.2,"CM,CDM",England,60,1,Normal,,,42,75,56,74,58,Right,190000
E. Andersson,21,152.4,78,"CM,LM",Sweden,60,1,Normal,,,58,64,65,63,56,Left,350000
U. Mohammed,25,182.88,76.2,CM,Nigeria,60,1,Normal,,,40,71,53,67,43,Right,280000
M. Saito,20,165.1,60.8,"CM,CAM,RM",Japan,60,1,Lean,,,30,81,57,34,53,Right,325000
C. McDermott,21,172.72,72.1,"RB,CB",Republic of Ireland,60,1,Normal,,,35,83,49,59,35,Right,400000
L. Salvesen,22,185.42,82.1,ST,Norway,60,1,Lean,,,31,67,56,69,56,Left,350000
K. Álvarez,22,154.94,76.2,RWB,Honduras,60,1,Normal,,,32,85,42,72,37,Right,260000
P. Grant,24,187.96,72.1,CB,Scotland,60,1,Normal,,,23,61,37,67,41,Right,250000
A. Akinola,19,170.18,82.1,"ST,LM,RM",United States,60,1,Normal,,,34,88,53,73,61,Right,425000
P. Wiśniewski,20,195.58,88,"CB,RB",Poland,60,1,Normal,,,29,64,40,80,42,Right,250000
S. Fujitani,21,152.4,62.1,"RB,RWB,RM",Japan,60,1,Normal,,,27,79,29,60,38,Right,250000
B. Biabi,23,187.96,76.2,ST,Scotland,60,1,Normal,,,32,74,64,66,62,Right,300000
Mollejo,18,175.26,63,RW,Spain,60,1,Lean,,,46,72,58,43,53,Left,400000
J. Qwiberg,26,172.72,68,"LB,LM",Sweden,60,1,Normal,,,25,72,44,59,33,Left,200000
S. Smith,21,154.94,73,ST,England,60,1,Normal,,,55,72,58,60,64,Left,450000
H. Mitsumaru,25,172.72,68.9,LB,Japan,60,1,Normal,,,30,75,33,61,39,Left,220000
J. Barrett,20,154.94,71.2,"LM,CAM",Republic of Ireland,60,1,Stocky,,,58,63,58,58,59,Right,450000
M. Vano,27,190.5,88,ST,Italy,60,1,Normal,,,32,61,62,83,68,Right,230000
A. Rodríguez,22,170.18,69.9,ST,Argentina,60,1,Normal,,,46,74,61,58,49,Right,325000
E. García,21,182.88,83.9,CB,Mexico,60,1,Normal,,,31,55,45,76,42,Right,350000
S. Otayf,28,170.18,66.2,"ST,CAM",Saudi Arabia,60,1,Stocky,,,31,59,52,66,63,Right,220000
M. Camara,19,175.26,68,CM,Mali,60,1,Lean,,,46,69,60,42,49,Right,425000
D. Smarsch,20,195.58,97.1,GK,Germany,60,1,Normal,,,8,32,20,74,15,Right,375000
A. Al Shammary,23,152.4,66.2,"LM,LW,CM",Saudi Arabia,60,1,Lean,,,38,72,44,65,44,Left,325000
P. Monti,21,152.4,73,LM,Argentina,59,1,Normal,,,40,68,62,58,60,Right,270000
K. Hansen,17,154.94,74.8,CAM,Norway,59,1,Normal,,,48,57,63,55,57,Left,270000
J. Lyden,23,152.4,69.9,CM,Australia,59,1,Lean,,,48,59,57,60,50,Right,240000
L. Kryeziu,20,154.94,73.9,"ST,RW",Kosovo,59,1,Lean,,,27,79,59,58,59,Right,325000
A. Xhemajli,20,190.5,81.2,CB,Kosovo,59,1,Lean,,,24,62,40,77,35,Left,300000
O. Patrick,22,185.42,73,ST,England,59,1,Lean,,,34,81,54,68,52,Right,250000
K. Fukuda,34,175.26,69.9,"RM,CF",Japan,59,1,Normal,,,45,56,51,63,50,Right,90000
C. Moya,20,170.18,64.9,"CDM,CM",Chile,59,1,Normal,,,34,64,51,55,50,Right,300000
S. Matthews,21,175.26,71.2,"CM,RM",England,59,1,Normal,,,55,67,59,52,52,Left,230000
Óscar Gil,20,154.94,74.8,RB,Spain,59,1,Normal,,,41,58,32,55,44,Right,220000
